"About the data: Exported on Jan 08, 2025. Criteria: '(LLM) AND (HLS) AND (FPGA)' in full data; Publication Type is Preprint or Proceeding.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2025 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1173,pub.1182090767,10.48550/arxiv.2411.04825,,,VTechAGP: An Academic-to-General-Audience Text Paraphrase Dataset and Benchmark Models,"Existing text simplification or paraphrase datasets mainly focus on
sentence-level text generation in a general domain. These datasets are
typically developed without using domain knowledge. In this paper, we release a
novel dataset, VTechAGP, which is the first academic-to-general-audience text
paraphrase dataset consisting of 4,938 document-level these and dissertation
academic and general-audience abstract pairs from 8 colleges authored over 25
years. We also propose a novel dynamic soft prompt generative language model,
DSPT5. For training, we leverage a contrastive-generative loss function to
learn the keyword vectors in the dynamic prompt. For inference, we adopt a
crowd-sampling decoding strategy at both semantic and structural levels to
further select the best output candidate. We evaluate DSPT5 and various
state-of-the-art large language models (LLMs) from multiple perspectives.
Results demonstrate that the SOTA LLMs does not provide satisfactory outcomes,
while the lightweight DSPT5 can achieve competitive results. To the best of our
knowledge, we are the first to build a benchmark dataset and solutions for
academic-to-general-audience text paraphrase dataset.",,,arXiv,,,,2024-11-07,2024,,,,,,All OA; Green,Preprint,"Cheng, Ming; Gong, Jiaying; Yuan, Chenhan; Ingram, William A.; Fox, Edward; Eldardiry, Hoda","Cheng, Ming (); Gong, Jiaying (); Yuan, Chenhan (); Ingram, William A. (); Fox, Edward (); Eldardiry, Hoda ()",,"Cheng, Ming (); Gong, Jiaying (); Yuan, Chenhan (); Ingram, William A. (); Fox, Edward (); Eldardiry, Hoda ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1182090767,46 Information and Computing Sciences; 4602 Artificial Intelligence,
1150,pub.1170113517,10.1145/3640115.3640160,,,A Systematic Analysis of Data Diversity in Machine Learning for EDA,"With the exponential growth of Very Large-Scale Integration (VLSI) scale and complexity, traditional algorithms of Electronic Design Automation (EDA) are gradually encountering bottlenecks. The successful application of Machine Learning (ML) in various fields has opened a new path for the development of EDA. The ML model has strong adaptability and generalization ability, which can discover patterns in complex circuit designs, make fast and accurate predictions, and effectively optimize with high quality. Data serves as an important link between ML algorithms and circuit design, and effective data features can improve the assistance of ML models to EDA. This article provides a summary of the front-end of circuit design and selects an ML based EDA application framework with typical data characteristics. It analyzes the data and features in each ML model, lists their predictions or optimizations based on algorithms, and proposes suggestions and considerations for the future development trend of this field. Academic research has demonstrated the enormous potential of ML in EDA applications. Future development requires the integration of stakeholders in the entire design and EDA ecosystem to bring future expansion benefits to the entire industry and society.",,,,Proceedings of the 6th International Conference on Information Technologies and Electrical Engineering,,,2023-11-03,2023,2024-03-26,2023-11-03,,,283-287,Closed,Proceeding,"Ren, Jiachen","Ren, Jiachen (Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, China)",,"Ren, Jiachen (Hong Kong University of Science and Technology)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1170113517,"40 Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences",
1148,pub.1174962407,10.48550/arxiv.2408.12173,,,Hardware Acceleration for Knowledge Graph Processing: Challenges & Recent Developments,"Knowledge graphs (KGs) have achieved significant attention in recent years,
particularly in the area of the Semantic Web as well as gaining popularity in
other application domains such as data mining and search engines.
Simultaneously, there has been enormous progress in the development of
different types of heterogeneous hardware, impacting the way KGs are processed.
The aim of this paper is to provide a systematic literature review of knowledge
graph hardware acceleration. For this, we present a classification of the
primary areas in knowledge graph technology that harnesses different hardware
units for accelerating certain knowledge graph functionalities. We then
extensively describe respective works, focusing on how KG related schemes
harness modern hardware accelerators. Based on our review, we identify various
research gaps and future exploratory directions that are anticipated to be of
significant value both for academics and industry practitioners.",,,arXiv,,,,2024-08-22,2024,,,,,,All OA; Green,Preprint,"Besta, Maciej; Gerstenberger, Robert; Iff, Patrick; Sonawane, Pournima; Luna, Juan Gómez; Kanakagiri, Raghavendra; Min, Rui; Kwaśniewski, Grzegorz; Mutlu, Onur; Hoefler, Torsten; Appuswamy, Raja; Mahony, Aidan O","Besta, Maciej (); Gerstenberger, Robert (); Iff, Patrick (); Sonawane, Pournima (); Luna, Juan Gómez (); Kanakagiri, Raghavendra (); Min, Rui (); Kwaśniewski, Grzegorz (); Mutlu, Onur (); Hoefler, Torsten (); Appuswamy, Raja (); Mahony, Aidan O ()",,"Besta, Maciej (); Gerstenberger, Robert (); Iff, Patrick (); Sonawane, Pournima (); Luna, Juan Gómez (); Kanakagiri, Raghavendra (); Min, Rui (); Kwaśniewski, Grzegorz (); Mutlu, Onur (); Hoefler, Torsten (); Appuswamy, Raja (); Mahony, Aidan O ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174962407,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science,
1135,pub.1182550830,10.48550/arxiv.2411.13239,,,Transforming the Hybrid Cloud for Emerging AI Workloads,"This white paper, developed through close collaboration between IBM Research
and UIUC researchers within the IIDAI Institute, envisions transforming hybrid
cloud systems to meet the growing complexity of AI workloads through
innovative, full-stack co-design approaches, emphasizing usability,
manageability, affordability, adaptability, efficiency, and scalability. By
integrating cutting-edge technologies such as generative and agentic AI,
cross-layer automation and optimization, unified control plane, and composable
and adaptive system architecture, the proposed framework addresses critical
challenges in energy efficiency, performance, and cost-effectiveness.
Incorporating quantum computing as it matures will enable quantum-accelerated
simulations for materials science, climate modeling, and other high-impact
domains. Collaborative efforts between academia and industry are central to
this vision, driving advancements in foundation models for material design and
climate solutions, scalable multimodal data processing, and enhanced
physics-based AI emulators for applications like weather forecasting and carbon
sequestration. Research priorities include advancing AI agentic systems, LLM as
an Abstraction (LLMaaA), AI model optimization and unified abstractions across
heterogeneous infrastructure, end-to-end edge-cloud transformation, efficient
programming model, middleware and platform, secure infrastructure,
application-adaptive cloud systems, and new quantum-classical collaborative
workflows. These ideas and solutions encompass both theoretical and practical
research questions, requiring coordinated input and support from the research
community. This joint initiative aims to establish hybrid clouds as secure,
efficient, and sustainable platforms, fostering breakthroughs in AI-driven
applications and scientific discovery across academia, industry, and society.",,,arXiv,,,,2024-11-20,2024,,,,,,All OA; Green,Preprint,"Chen, Deming; Youssef, Alaa; Pendse, Ruchi; Schleife, André; Clark, Bryan K.; Hamann, Hendrik; He, Jingrui; Laino, Teodoro; Varshney, Lav; Wang, Yuxiong; Sil, Avirup; Jabbarvand, Reyhaneh; Xu, Tianyin; Kindratenko, Volodymyr; Costa, Carlos; Adve, Sarita; Mendis, Charith; Zhang, Minjia; Núñez-Corrales, Santiago; Ganti, Raghu; Srivatsa, Mudhakar; Kim, Nam Sung; Torrellas, Josep; Huang, Jian; Seelam, Seetharami; Nahrstedt, Klara; Abdelzaher, Tarek; Eilam, Tamar; Zhao, Huimin; Manica, Matteo; Iyer, Ravishankar; Hirzel, Martin; Adve, Vikram; Marinov, Darko; Franke, Hubertus; Tong, Hanghang; Ainsworth, Elizabeth; Zhao, Han; Vasisht, Deepak; Do, Minh; Oliveira, Fabio; Pacifici, Giovanni; Puri, Ruchir; Nagpurkar, Priya","Chen, Deming (); Youssef, Alaa (); Pendse, Ruchi (); Schleife, André (); Clark, Bryan K. (); Hamann, Hendrik (); He, Jingrui (); Laino, Teodoro (); Varshney, Lav (); Wang, Yuxiong (); Sil, Avirup (); Jabbarvand, Reyhaneh (); Xu, Tianyin (); Kindratenko, Volodymyr (); Costa, Carlos (); Adve, Sarita (); Mendis, Charith (); Zhang, Minjia (); Núñez-Corrales, Santiago (); Ganti, Raghu (); Srivatsa, Mudhakar (); Kim, Nam Sung (); Torrellas, Josep (); Huang, Jian (); Seelam, Seetharami (); Nahrstedt, Klara (); Abdelzaher, Tarek (); Eilam, Tamar (); Zhao, Huimin (); Manica, Matteo (); Iyer, Ravishankar (); Hirzel, Martin (); Adve, Vikram (); Marinov, Darko (); Franke, Hubertus (); Tong, Hanghang (); Ainsworth, Elizabeth (); Zhao, Han (); Vasisht, Deepak (); Do, Minh (); Oliveira, Fabio (); Pacifici, Giovanni (); Puri, Ruchir (); Nagpurkar, Priya ()",,"Chen, Deming (); Youssef, Alaa (); Pendse, Ruchi (); Schleife, André (); Clark, Bryan K. (); Hamann, Hendrik (); He, Jingrui (); Laino, Teodoro (); Varshney, Lav (); Wang, Yuxiong (); Sil, Avirup (); Jabbarvand, Reyhaneh (); Xu, Tianyin (); Kindratenko, Volodymyr (); Costa, Carlos (); Adve, Sarita (); Mendis, Charith (); Zhang, Minjia (); Núñez-Corrales, Santiago (); Ganti, Raghu (); Srivatsa, Mudhakar (); Kim, Nam Sung (); Torrellas, Josep (); Huang, Jian (); Seelam, Seetharami (); Nahrstedt, Klara (); Abdelzaher, Tarek (); Eilam, Tamar (); Zhao, Huimin (); Manica, Matteo (); Iyer, Ravishankar (); Hirzel, Martin (); Adve, Vikram (); Marinov, Darko (); Franke, Hubertus (); Tong, Hanghang (); Ainsworth, Elizabeth (); Zhao, Han (); Vasisht, Deepak (); Do, Minh (); Oliveira, Fabio (); Pacifici, Giovanni (); Puri, Ruchir (); Nagpurkar, Priya ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1182550830,"40 Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences; 4606 Distributed Computing and Systems Software",
1135,pub.1175513463,10.48550/arxiv.2409.05832,,,The Quest to Build Trust Earlier in Digital Design,"The ever-rising complexity of computer systems presents challenges for
maintaining security and trust throughout their lifetime. As hardware forms the
foundation of a secure system, we need tools and techniques that support
computer hardware engineers to improve trust and help them address security
concerns. This paper highlights a vision for tools and techniques to enhance
the security of digital hardware in earlier stages of the digital design
process, especially during design with hardware description languages. We
discuss the challenges that design teams face and explore some recent
literature on understanding, identifying, and mitigating hardware security
weaknesses as early as possible. We highlight the opportunities that emerge
with open-source hardware development and sketch some open questions that guide
ongoing research in this domain.",,,arXiv,,,,2024-09-09,2024,,,,,,All OA; Green,Preprint,"Tan, Benjamin","Tan, Benjamin ()",,"Tan, Benjamin ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1175513463,33 Built Environment and Design; 3303 Design; 46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,
1120,pub.1173478436,10.1109/iscas58744.2024.10558482,,,FLAG: Formula-LLM-Based Auto-Generator for Baseband Hardware,"Traditional hardware auto-generators efficiently assist designers in circuits generation, but still demand high programming skills. Large Language Models (LLMs) allow natural language programming, however, struggle with complex concepts in hardware design. To address this, we propose a formula-LLM-based auto-generator for baseband hardware, called FLAG. FLAG enhances LLMs’ understanding of complex formulas, and decreases the demands for designers’ skills. We showcase the ability of FLAG by generating a polar encoder with code length 8 and parallelism 4. Additionally, a polar encoder with code length 1024 and parallelism 4 is generated by FLAG, achieving comparable performance to state-of-the-art approaches. To the best of our knowledge, this is the first paper on LLM-assisted baseband hardware generation, which demonstrates the potential for large-scale baseband hardware generation using LLMs.","This work was supported in part by National Key R&amp;D Program of China under Grant 2020YFB2205503, in part by NSFC under Grants 62331009, 62122020, and 62001108, in part by the Jiangsu Provincial NSF under Grant BK20211512, in part by the Major Key Project of PCL under Grant PCL2021A01-2, and in part by the Fundamental Research Funds for the Central Universities.","This work was supported in part by National Key R&D Program of China under Grant 2020YFB2205503, in part by NSFC under Grants 62331009, 62122020, and 62001108, in part by the Jiangsu Provincial NSF under Grant BK20211512, in part by the Major Key Project of PCL under Grant PCL2021A01-2, and in part by the Fundamental Research Funds for the Central Universities.",,2024 IEEE International Symposium on Circuits and Systems (ISCAS),,,2024-05-22,2024,,2024-05-22,00,,1-5,Closed,Proceeding,"Mao, Yunwei; You, You; Tan, Xiaosi; Huang, Yongming; You, Xiaohu; Zhang, Chuan","Mao, Yunwei (Lab of Efficient Architectures for Digital-Communication and Signal-Processing (LEADS), National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China); You, You (Lab of Efficient Architectures for Digital-Communication and Signal-Processing (LEADS), National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China); Tan, Xiaosi (Lab of Efficient Architectures for Digital-Communication and Signal-Processing (LEADS), National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China); Huang, Yongming (Lab of Efficient Architectures for Digital-Communication and Signal-Processing (LEADS), National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China); You, Xiaohu (Lab of Efficient Architectures for Digital-Communication and Signal-Processing (LEADS), National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China); Zhang, Chuan (Lab of Efficient Architectures for Digital-Communication and Signal-Processing (LEADS), National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Purple Mountain Laboratories, Nanjing, China)","Zhang, Chuan (Southeast University; Purple Mountain Laboratories)","Mao, Yunwei (Southeast University; Purple Mountain Laboratories); You, You (Southeast University; Purple Mountain Laboratories); Tan, Xiaosi (Southeast University; Purple Mountain Laboratories); Huang, Yongming (Southeast University; Purple Mountain Laboratories); You, Xiaohu (Southeast University; Purple Mountain Laboratories); Zhang, Chuan (Southeast University; Purple Mountain Laboratories)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1173478436,40 Engineering; 4008 Electrical Engineering; 46 Information and Computing Sciences,
1116,pub.1174065517,10.48550/arxiv.2407.16237,,,OriGen:Enhancing RTL Code Generation with Code-to-Code Augmentation and Self-Reflection,"Recent studies have demonstrated the significant potential of Large Language
Models (LLMs) in generating Register Transfer Level (RTL) code, with notable
advancements showcased by commercial models such as GPT-4 and Claude3-Opus.
However, these proprietary LLMs often raise concerns regarding privacy and
security. While open-source LLMs offer solutions to these concerns, they
typically underperform commercial models in RTL code generation tasks,
primarily due to the scarcity of high-quality open-source RTL datasets. To
address this challenge, we introduce OriGen , a fully open-source framework
that incorporates self-reflection capabilities and a novel dataset augmentation
methodology for generating high-quality, large-scale RTL code. Our approach
employs a code-tocode augmentation technique to enhance the quality of
open-source RTL code datasets. Furthermore, OriGen can rectify syntactic errors
through a self-reflection process that leverages compiler feedback.
Experimental results demonstrate that OriGen significantly outperforms other
open-source alternatives in RTL code generation. It surpasses the previous
best-performing open-source LLM by 12.8% and even exceeds GPT-4 Turbo in the
pass@1 metric on the VerilogEval-Human benchmark. Moreover, OriGen exhibits
superior capabilities in self-reflection and error correction, outperforming
GPT-4 by 19.9% on a benchmark designed to evaluate self-reflection
capabilities.",,,arXiv,,,,2024-07-23,2024,,,,,,All OA; Green,Preprint,"Cui, Fan; Yin, Chenyang; Zhou, Kexing; Xiao, Youwei; Sun, Guangyu; Xu, Qiang; Guo, Qipeng; Song, Demin; Lin, Dahua; Zhang, Xingcheng; Yun; Liang","Cui, Fan (Eric); Yin, Chenyang (Eric); Zhou, Kexing (Eric); Xiao, Youwei (Eric); Sun, Guangyu (Eric); Xu, Qiang (Eric); Guo, Qipeng (Eric); Song, Demin (Eric); Lin, Dahua (Eric); Zhang, Xingcheng (Eric); Yun (Eric); Liang ()",,"Cui, Fan (Eric); Yin, Chenyang (Eric); Zhou, Kexing (Eric); Xiao, Youwei (Eric); Sun, Guangyu (Eric); Xu, Qiang (Eric); Guo, Qipeng (Eric); Song, Demin (Eric); Lin, Dahua (Eric); Zhang, Xingcheng (Eric); Yun (Eric); Liang ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174065517,"40 Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences",
1115,pub.1181194589,10.1109/fpl64840.2024.00044,,,SDA: Low-Bit Stable Diffusion Acceleration on Edge FPGAs,"This paper introduces SDA, the first effort to adapt the expensive stable diffusion (SD) model for edge FPGA deployment. First, we apply quantization-aware training to quantize its weights to 4 -bit and activations to 8 -bit ($W 4 A 8$) with a negligible accuracy loss. Based on that, we propose a high-performance hybrid systolic array (hybridSA) architecture that natively executes convolution and attention operators across varying quantization bit-widths (e.g., $W 4 A 8$ and all 8 -bit $Q K^{T} V$ in attention). To improve computational efficiency, hybridSA integrates diverse DSP packing techniques into hybrid weightstationary and output-stationary dataflows that are optimized for convolution and attention. It also supports flexible dataflow transitions to address the distinct demands of its output sequence by subsequent nonlinear operators. Moreover, we observe that nonlinear operators become the new performance bottleneck after the acceleration of convolution and attention, and offload them onto the FPGA as well. To reduce the latency of each nonlinear operator, we pipeline its own execution at a fine granularity. To minimize the resource utilization of nonlinear operators, we carefully balance their execution with hybridSA in a coarse-grained pipeline. Experimental results demonstrate that our low-bit ($W 4 A 8$) SDA accelerator on the embedded AMDXilinx ZCU102 FPGA achieves a speedup of $97.3 \times$ (which takes about $\mathrm{2 . 1}$ minutes for one SD inference), compared to the original SD-v1.5 model on the ARM Cortex-A53 CPU (which takes about 3.5 hours for one SD inference). Our SDA project is open sourced here: https://github.com/Michaela1224/SDA_code.","This work was supported in part by NSERC Discovery Grant RGPIN-2019-04613, DGECR-2019-00120, Alliance Grant ALLRP-552042-2020; CFI John R. Evans Leaders Fund and BC Knowledge Development Fund; NSF Award CNS1909172 and IIS-2310254.","This work was supported in part by NSERC Discovery Grant RGPIN-2019-04613, DGECR-2019-00120, Alliance Grant ALLRP-552042-2020; CFI John R. Evans Leaders Fund and BC Knowledge Development Fund; NSF Award CNS1909172 and IIS-2310254.",,2024 34th International Conference on Field-Programmable Logic and Applications (FPL),,,2024-01-06,2024,,2024-01-06,00,,264-273,Closed,Proceeding,"Yang, Geng; Xie, Yanyue; Xue, Zhong Jia; Chang, Sung-En; Li, Yanyu; Dong, Peiyan; Lei, Jie; Xie, Weiying; Wang, Yanzhi; Lin, Xue; Fang, Zhenman","Yang, Geng (Xidian University; Simon Fraser University); Xie, Yanyue (Northeastern University); Xue, Zhong Jia (Simon Fraser University); Chang, Sung-En (Northeastern University); Li, Yanyu (Northeastern University); Dong, Peiyan (Northeastern University); Lei, Jie (University of Technology, Sydney); Xie, Weiying (Xidian University); Wang, Yanzhi (Northeastern University); Lin, Xue (Northeastern University); Fang, Zhenman (Simon Fraser University)","Yang, Geng (Xidian University; Simon Fraser University)","Yang, Geng (Xidian University; Simon Fraser University); Xie, Yanyue (Northeastern University); Xue, Zhong Jia (Simon Fraser University); Chang, Sung-En (Northeastern University); Li, Yanyu (Northeastern University); Dong, Peiyan (Northeastern University); Lei, Jie (University of Technology Sydney); Xie, Weiying (Xidian University); Wang, Yanzhi (Northeastern University); Lin, Xue (Northeastern University); Fang, Zhenman (Simon Fraser University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1181194589,40 Engineering; 4008 Electrical Engineering; 46 Information and Computing Sciences,7 Affordable and Clean Energy
1112,pub.1172414771,10.1145/3650200.3656622,,,Quasar-ViT: Hardware-Oriented Quantization-Aware Architecture Search for Vision Transformers,"Vision transformers (ViTs) have demonstrated their superior accuracy for computer vision tasks compared to convolutional neural networks (CNNs). However, ViT models are often computation-intensive for efficient deployment on resource-limited edge devices. This work proposes Quasar-ViT, a hardware-oriented quantization-aware architecture search framework for ViTs, to design efficient ViT models for hardware implementation while preserving the accuracy. First, Quasar-ViT trains a supernet using our row-wise flexible mixed-precision quantization scheme, mixed-precision weight entanglement, and supernet layer scaling techniques. Then, it applies an efficient hardware-oriented search algorithm, integrated with hardware latency and resource modeling, to determine a series of optimal subnets from supernet under different inference latency targets. Finally, we propose a series of model-adaptive designs on the FPGA platform to support the architecture search and mitigate the gap between the theoretical computation reduction and the practical inference speedup. Our searched models achieve 101.5, 159.6, and 251.6 frames-per-second (FPS) inference speed on the AMD/Xilinx ZCU102 FPGA with 80.4%, 78.6%, and 74.9% top-1 accuracy, respectively, for the ImageNet dataset, consistently outperforming prior works.",,,,Proceedings of the 38th ACM International Conference on Supercomputing,,,2024-05-30,2024,2024-06-03,2024-05-30,,,324-337,All OA; Hybrid,Proceeding,"Li, Zhengang; Lu, Alec; Xie, Yanyue; Kong, Zhenglun; Sun, Mengshu; Tang, Hao; Xue, Zhong Jia; Dong, Peiyan; Ding, Caiwen; Wang, Yanzhi; Lin, Xue; Fang, Zhenman","Li, Zhengang (Northeastern University, USA); Lu, Alec (Simon Fraser University, Canada); Xie, Yanyue (Northeastern University, United States of America); Kong, Zhenglun (Northeastern University, USA); Sun, Mengshu (Beijing University of Technology, China); Tang, Hao (ETH Zurich, Switzerland); Xue, Zhong Jia (Simon Fraser University, Canada); Dong, Peiyan (Northeastern University, United States of America); Ding, Caiwen (University of Connecticut, United States of America); Wang, Yanzhi (Northeastern University, United States of America); Lin, Xue (Northeastern University, United States of America); Fang, Zhenman (Simon Fraser University, Canada)",,"Li, Zhengang (Northeastern University); Lu, Alec (Simon Fraser University); Xie, Yanyue (Northeastern University); Kong, Zhenglun (Northeastern University); Sun, Mengshu (Beijing University of Technology); Tang, Hao (ETH Zurich); Xue, Zhong Jia (Simon Fraser University); Dong, Peiyan (Northeastern University); Ding, Caiwen (University of Connecticut); Wang, Yanzhi (Northeastern University); Lin, Xue (Northeastern University); Fang, Zhenman (Simon Fraser University)",2,2,,,https://dl.acm.org/doi/pdf/10.1145/3650200.3656622,https://app.dimensions.ai/details/publication/pub.1172414771,46 Information and Computing Sciences; 4611 Machine Learning,
1109,pub.1174137555,10.48550/arxiv.2407.18175,,,Quasar-ViT: Hardware-Oriented Quantization-Aware Architecture Search for Vision Transformers,"Vision transformers (ViTs) have demonstrated their superior accuracy for
computer vision tasks compared to convolutional neural networks (CNNs).
However, ViT models are often computation-intensive for efficient deployment on
resource-limited edge devices. This work proposes Quasar-ViT, a
hardware-oriented quantization-aware architecture search framework for ViTs, to
design efficient ViT models for hardware implementation while preserving the
accuracy. First, Quasar-ViT trains a supernet using our row-wise flexible
mixed-precision quantization scheme, mixed-precision weight entanglement, and
supernet layer scaling techniques. Then, it applies an efficient
hardware-oriented search algorithm, integrated with hardware latency and
resource modeling, to determine a series of optimal subnets from supernet under
different inference latency targets. Finally, we propose a series of
model-adaptive designs on the FPGA platform to support the architecture search
and mitigate the gap between the theoretical computation reduction and the
practical inference speedup. Our searched models achieve 101.5, 159.6, and
251.6 frames-per-second (FPS) inference speed on the AMD/Xilinx ZCU102 FPGA
with 80.4%, 78.6%, and 74.9% top-1 accuracy, respectively, for the ImageNet
dataset, consistently outperforming prior works.",,,arXiv,,,,2024-07-25,2024,,,,,,All OA; Green,Preprint,"Li, Zhengang; Lu, Alec; Xie, Yanyue; Kong, Zhenglun; Sun, Mengshu; Tang, Hao; Xue, Zhong Jia; Dong, Peiyan; Ding, Caiwen; Wang, Yanzhi; Lin, Xue; Fang, Zhenman","Li, Zhengang (); Lu, Alec (); Xie, Yanyue (); Kong, Zhenglun (); Sun, Mengshu (); Tang, Hao (); Xue, Zhong Jia (); Dong, Peiyan (); Ding, Caiwen (); Wang, Yanzhi (); Lin, Xue (); Fang, Zhenman ()",,"Li, Zhengang (); Lu, Alec (); Xie, Yanyue (); Kong, Zhenglun (); Sun, Mengshu (); Tang, Hao (); Xue, Zhong Jia (); Dong, Peiyan (); Ding, Caiwen (); Wang, Yanzhi (); Lin, Xue (); Fang, Zhenman ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174137555,46 Information and Computing Sciences; 4611 Machine Learning,
1084,pub.1173658037,10.48550/arxiv.2407.06245,,,ORAN-Bench-13K: An Open Source Benchmark for Assessing LLMs in Open Radio Access Networks,"Large Language Models (LLMs) can revolutionize how we deploy and operate Open
Radio Access Networks (O-RAN) by enhancing network analytics, anomaly
detection, and code generation and significantly increasing the efficiency and
reliability of a plethora of O-RAN tasks. In this paper, we present
ORAN-Bench-13K, the first comprehensive benchmark designed to evaluate the
performance of Large Language Models (LLMs) within the context of O-RAN. Our
benchmark consists of 13,952 meticulously curated multiple-choice questions
generated from 116 O-RAN specification documents. We leverage a novel
three-stage LLM framework, and the questions are categorized into three
distinct difficulties to cover a wide spectrum of ORAN-related knowledge. We
thoroughly evaluate the performance of several state-of-the-art LLMs, including
Gemini, Chat-GPT, and Mistral. Additionally, we propose ORANSight, a
Retrieval-Augmented Generation (RAG)-based pipeline that demonstrates superior
performance on ORAN-Bench-13K compared to other tested closed-source models.
Our findings indicate that current popular LLM models are not proficient in
O-RAN, highlighting the need for specialized models. We observed a noticeable
performance improvement when incorporating the RAG-based ORANSight pipeline,
with a Macro Accuracy of 0.784 and a Weighted Accuracy of 0.776, which was on
average 21.55% and 22.59% better than the other tested LLMs.",,,arXiv,,,,2024-07-08,2024,,,,,,All OA; Green,Preprint,"Gajjar, Pranshav; Shah, Vijay K.","Gajjar, Pranshav (); Shah, Vijay K. ()",,"Gajjar, Pranshav (); Shah, Vijay K. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1173658037,46 Information and Computing Sciences; 4605 Data Management and Data Science,
1069,pub.1146559719,10.48550/arxiv.2203.12852,,,"Graph Neural Networks in Particle Physics: Implementations, Innovations, and Challenges","Many physical systems can be best understood as sets of discrete data with
associated relationships. Where previously these sets of data have been
formulated as series or image data to match the available machine learning
architectures, with the advent of graph neural networks (GNNs), these systems
can be learned natively as graphs. This allows a wide variety of high- and
low-level physical features to be attached to measurements and, by the same
token, a wide variety of HEP tasks to be accomplished by the same GNN
architectures. GNNs have found powerful use-cases in reconstruction, tagging,
generation and end-to-end analysis. With the wide-spread adoption of GNNs in
industry, the HEP community is well-placed to benefit from rapid improvements
in GNN latency and memory usage. However, industry use-cases are not perfectly
aligned with HEP and much work needs to be done to best match unique GNN
capabilities to unique HEP obstacles. We present here a range of these
capabilities, predictions of which are currently being well-adopted in HEP
communities, and which are still immature. We hope to capture the landscape of
graph techniques in machine learning as well as point out the most significant
gaps that are inhibiting potentially large leaps in research.",,,arXiv,,,,2022-03-23,2022,,,,,,All OA; Green,Preprint,"Thais, Savannah; Calafiura, Paolo; Chachamis, Grigorios; DeZoort, Gage; Duarte, Javier; Ganguly, Sanmay; Kagan, Michael; Murnane, Daniel; Neubauer, Mark S.; Terao, Kazuhiro","Thais, Savannah (); Calafiura, Paolo (); Chachamis, Grigorios (); DeZoort, Gage (); Duarte, Javier (); Ganguly, Sanmay (); Kagan, Michael (); Murnane, Daniel (); Neubauer, Mark S. (); Terao, Kazuhiro ()",,"Thais, Savannah (); Calafiura, Paolo (); Chachamis, Grigorios (); DeZoort, Gage (); Duarte, Javier (); Ganguly, Sanmay (); Kagan, Michael (); Murnane, Daniel (); Neubauer, Mark S. (); Terao, Kazuhiro ()",3,3,,1.46,,https://app.dimensions.ai/details/publication/pub.1146559719,46 Information and Computing Sciences; 4611 Machine Learning,
